Date,Viewcount,Likes,Post Link,Description
"Oct 27, 2020",,3,https://twitter.com/DSSAmsterdam/status/1321044032370413569,"Only 2 days till the webinars! Today we introduce Ger Janssen to you. He will share @Philips vision on #digitaltwin, combining devices, #systems, #hospitals and patients. Book your free spot here ➡️ https://t.co/Weh7zSbb3c #hva #amsterdam #smartcity #philips #webinar #open https://t.co/sbzSiZkyad "
"Oct 26, 2020",,,https://twitter.com/DSSAmsterdam/status/1320681720048439296,3 days on the clock! During our webinar @gohar_s will share #CGI's view on #DigitalTwins for different industries and share practical examples. More info and free registration on this page 👉🏼 https://t.co/BbrNFvds8u #amsterdam #hva #smartcity #meetup #hopin https://t.co/qZ1rwOMzNA 
"Oct 24, 2020",,5,https://twitter.com/DSSAmsterdam/status/1319941778146025473,5 days till the #DigitalTwin webinar. Amir H. Sadeghi will share #PulmoVR: a virtual reality and A.I. based tool that provides thoracic surgeons 3D and realistic views of patients' specific anatomy for complex and personalized long surgery. https://t.co/BbAfObpwQg #hva #erasmusmc https://t.co/1ZFBMhdOYu 
"Oct 22, 2020",,6,https://twitter.com/DSSAmsterdam/status/1319217033129742338,"In 7 days we organise the Digital Twin webinar. Today we introduce @amberjae93 to you. Amber is co-founder of @the_fab_ric_ant, a digital fashion house that creates clothing that is always digital, never physical. Free sign up ➡️ https://t.co/umxT6TgGWQ #hva #hopin #fashion https://t.co/3cTPWWl9d9 "
"Oct 20, 2020",,2,https://twitter.com/DSSAmsterdam/status/1318536004589002752,@GianluGambatesa @theoploeg @hopinofficial https://t.co/pOHUzEk7rL
"Oct 20, 2020",,11,https://twitter.com/DSSAmsterdam/status/1318530366278422528,In 9 days we organise the Digital Twin webinars. Today we introduce @MickJongeling to you. He will share his #research on adversarial design practices to negotiate a #sustainable balance between the physical and digital world in the #smartcity. https://t.co/TigYNCJbWw #hva #hopin https://t.co/xDPulxECpw 
"Oct 19, 2020",,6,https://twitter.com/DSSAmsterdam/status/1318209889861328896,"10 days until ""Digital Twin, a promising thing?"" Next days we share the experts with you. Join the #webinar on Oct 29 to get inspired about this new promising trend. Register for free: https://t.co/TigYNCJbWw #digitaltwin #design2030now #ai #amsterdam #hva #webinar @hopinofficial https://t.co/Dm7CokCosq "
"Oct 13, 2020",,2.6k,https://twitter.com/DSSAmsterdam/status/1315990387543207936,"What RE-PRIORITIZATION looks like — Rotterdam has installed RAIN SENSORS at a downtown intersection. When it rains, traf… "
"Oct 13, 2020",,3,https://twitter.com/DSSAmsterdam/status/1315930195182989313,"Do you know what a Digital Twin is? And care to debate opportunities, challenges and future scenarios with experts from the f… "
"Oct 05, 2020",,7,https://twitter.com/DSSAmsterdam/status/1313103826942152705,Vacancy! For our new Digital Twin track we are looking for a Program Manager. Read all about it on our website: https://t.co/Mp7angjkza #vacancy #design2030now #HvA #amsterdam #digitaltwin #jobs 
"Oct 05, 2020",,25,https://twitter.com/DSSAmsterdam/status/1313096088317054976,"Well done, we are proud of you! #design2030now #globalgoalsjam https://t.co/rzJRFWsNQO "
"Oct 05, 2020",,6,https://twitter.com/DSSAmsterdam/status/1313022215810617346,"not the best still of me, but, what a great conversation! Thanks everybody and thanks @thenextweb for inviting me to moderate… "
"Sep 30, 2020",,1,https://twitter.com/DSSAmsterdam/status/1311207864925650944,In UX Design We Never Show Up Empty-Handed by Victoria Romanova https://t.co/AnWZKAYl8o @DSSAmsterdam 
"Sep 29, 2020",,1,https://twitter.com/DSSAmsterdam/status/1310873797638189056,Tonight we host together with @Sogeti the Psych-IT 4 meetup. The Corona Format: One hour – Live at Youtube – English – 100% Online Awesomeness. You are still welcome to join: https://t.co/uKZbKstRxZ #meetup #sogeti #media #hva #augmented 
"Sep 29, 2020",85,10,https://twitter.com/DSSAmsterdam/status/1310872263458258944,Do you want to learn how to design for cross-cultural collaboration? Interested in what role educational technology pla… 
"Sep 25, 2020",,8,https://twitter.com/DSSAmsterdam/status/1309475702861901824,"""The #SDGs have never been more in danger, but the @globalgoalsjam is exactly the right attitude that we need to have and the… "
"Sep 23, 2020",,,https://twitter.com/DSSAmsterdam/status/1308771140463144961,"@yunamiee We're happy you are here, Yu! https://t.co/V1NBfUQkEi"
"Sep 22, 2020",,1,https://twitter.com/DSSAmsterdam/status/1308277852094300162,"Next week, 29-9 we organize an online meetup with @sogeti about Designing Media for Human Nature. One hour 100% live awesomeness. Speakers: @mennovandoorn and Mari Pinheiro. 👉🏼 Register here: https://t.co/XMUSg5oVVI #sogeti #meetup #online #spychit #hva #amsterdam Sep 22, 2020"
"Sep 21, 2020",,1,https://twitter.com/DSSAmsterdam/status/1308049408605421568,"De workshops voor de #SDGActionDay2020 lopen vol. Wie op 25 september wil deelnemen, moet er snel bij zijn. Dinsdag om 10… "
"Sep 21, 2020",,9,https://twitter.com/DSSAmsterdam/status/1307933755718406144,Wereldwijd werken teams tijdens de 5e Global Goals Jam adhv Duurzame Ontwikkelingsdoelen (SDG’s) aan plaatselijke uitdagingen. We… 
"Sep 21, 2020",,1,https://twitter.com/DSSAmsterdam/status/1307933736793767936,Good health @DSSAmsterdam @globalgoalsjam https://t.co/KbESVDidx9 
"Sep 21, 2020",,18,https://twitter.com/DSSAmsterdam/status/1307933721308340224,"Conectamos con Anneke Van der Woerden, de @DSSAmsterdam, y conocemos los retos que están llevando a cabo en Amsterdam (no… "
"Sep 21, 2020",,12,https://twitter.com/DSSAmsterdam/status/1307933708066983937,"#GlobalGoalsJam se celebra en decenas de ciudades de todo el mundo al mismo tiempo 🌎¡Conectamos con Anneke Van der Woerden,… "
"Sep 21, 2020",,7,https://twitter.com/DSSAmsterdam/status/1307933694787715072,Day2 at @globalgoalsjam in Amsterdam! Out team is creating prototypes to validate our assumptions on primary teachers in vern… 
"Sep 21, 2020",,4,https://twitter.com/DSSAmsterdam/status/1307933679721877504,@globalgoalsjam in Amsterdam 2日目！全てのSDGsをケアしながら特定の課題を解決する方法およびそのための仮説立証のためのプロトタイプを作ってます。@DSSAmsterdamの提供するフレームワークや、SF/日本では… 
"Sep 21, 2020",,8,https://twitter.com/DSSAmsterdam/status/1307933662374232065,It is always so impressive to see the global reach this community has! #globalgoalsjam #undp #sdgs @DSSAmsterdam https://t.co… 
"Sep 21, 2020",,4,https://twitter.com/DSSAmsterdam/status/1307933646930743297,¡Gracias por ser parte de #GlobalGoalsJam 2020! 📣 🌎 @globalgoalsjam @DSSAmsterdam @MYWorldMexico https://t.co/0c88v9mvAH 
"Sep 18, 2020",,8,https://twitter.com/DSSAmsterdam/status/1306920468428005380,The #GlobalGoalsJam turns 5 this year. Same age as the #GlobalGoals 👯‍♂️ #Twins The #Berlin Jam is a tad younger at… 
"Sep 18, 2020",,7,https://twitter.com/DSSAmsterdam/status/1306875390028386311,Yes!! Today is the big start of #globalgoalsjam 2020! We can't wait to see all results. Here's a message from the founders of the @globalgoalsjam. Have fun and good luck everyone these days! https://t.co/GPHGZ5bQwn #design2030now #UNDP #SDGs #sustainabledevelopment #prototype 
"Sep 18, 2020",,1,https://twitter.com/DSSAmsterdam/status/1306873402448375808,Started a design project on digital solutions for teachers in vulnerable communities required to adjust the new normal. What… 
"Sep 16, 2020",,11,https://twitter.com/DSSAmsterdam/status/1306197329482051590,"and we are kicking off!! Opening statements happening with @UNDP @boazpaldi, and our longterm partner Istituto Europea… "
"Sep 15, 2020",,1,https://twitter.com/DSSAmsterdam/status/1305827483447681024,"@Martin_Wolf Welcome back, Martin!"
"Sep 15, 2020",,2,https://twitter.com/DSSAmsterdam/status/1305806674578616321,@heretakis @wudanyan @sanmitragokhale @newartschool Thank you! We shared it with our community 👏 
"Sep 15, 2020",,1,https://twitter.com/DSSAmsterdam/status/1305777197882408961,"@heretakis @wudanyan @sanmitragokhale @newartschool Thank you so much, Lefteris! https://t.co/ePZvMkNkW1"
"Sep 14, 2020",,15,https://twitter.com/DSSAmsterdam/status/1305625616524496897,"As part of celebrating the 5th edition of the @GlobalGoalsJam this year, our Director, @MMBariise, will speak at the 1st… "
"Sep 14, 2020",,6,https://twitter.com/DSSAmsterdam/status/1305431450326650880,Amazing to see where all participants of the Global Goals Jam symposium this Wednesday are coming from. We are excited to start the 5th edition of @globalgoalsjam 2020! Do you join us this Wednesday 12:00 - 14:00 CEST? https://t.co/QeaUlF7uls https://t.co/eLdxXB0Yhd 
"Sep 14, 2020",,9,https://twitter.com/DSSAmsterdam/status/1305424327211442176,We had so much fun yesterday with our 'Digital Transformation Design' masterclass for @sddBCN Super nice group of inspiring… 
"Sep 14, 2020",,8,https://twitter.com/DSSAmsterdam/status/1305424256977842176,"Today we started the #MakersSprint, a very practical workshop at the @DSSAmsterdam. We had to move the first day online, but… "
"Sep 09, 2020",,7,https://twitter.com/DSSAmsterdam/status/1303671408908734464,"Interested in #strategicdesign or #businessstrategy? Join @olin_92 and @demadera online @sddBCN the coming days. They will give a workshop on #DigitalTransformation #Design, sharing insights from the work we do at Digital Society School. See you there? 👉🏼https://t.co/NDFblxXOcM "
"Sep 09, 2020",,8,https://twitter.com/DSSAmsterdam/status/1303658994867806210,"do not forget to register (free) for the 5th anniversary symposium and kick off of @globalgoalsjam 2020, next Wed 16th 12-14h… "
"Sep 09, 2020",,5,https://twitter.com/DSSAmsterdam/status/1303601432914952194,"Design & Communications Intern at Digital Society School, Amsterdam University of Applied Sciences @DSSAmsterdam @hva… "
"Sep 08, 2020",,1,https://twitter.com/DSSAmsterdam/status/1303270851178115072,less than 2 weeks left before the main weekend of our #globalgoalsjam worldwide - the 5th edition!! and we are not only… 
"Sep 08, 2020",,5,https://twitter.com/DSSAmsterdam/status/1303247640050753536,Special announcement! It's the 5th edition of the @globalgoalsjam this year. 🎂Celebrate this with us 16 Sept at the Back to the Futures symposium and the official kickoff of #globalgoalsjam 2020. More info 👉🏼https://t.co/QeaUlF7uls #SDG #HVA #UNDP #GlobalGoals #design2030now https://t.co/HgOgaF1K93 
"Sep 08, 2020",,,https://twitter.com/DSSAmsterdam/status/1303233347913740288,@RobertOverweg @ZorbaTheGreek69 @iam_preethi Sorry to hear! Could you please email us your details (including enrolled email address) and the actions you were taking to: digitalsocietyschool@hva.nl?
"Sep 07, 2020",,,https://twitter.com/DSSAmsterdam/status/1302954756944605186,@vasujain @RobertOverweg Ouch... Our colleague Nicoleta will get in touch with you by email. Thanks for your patience! https://t.co/qIsRUDOiyE
"Sep 07, 2020",,7,https://twitter.com/DSSAmsterdam/status/1302906451493560325,"To succeed professionally, you must nurture the right skills https://t.co/qHvRwHB32z "
"Sep 07, 2020",,1,https://twitter.com/DSSAmsterdam/status/1302904778071183360,"@RobertOverweg @vasujain Thank you! It should be fixed now. Could you check it? If you have still any problems, please let us know."
"Sep 02, 2020",,7,https://twitter.com/DSSAmsterdam/status/1301183599576846336,Meedenken over het oplossen van sociale uitdagingen? Doe dan samen met @DSSAmsterdam mee aan @globalgoalsjam! Tijdens… 
"Sep 02, 2020",,653,https://twitter.com/DSSAmsterdam/status/1301093268466413568,"""Education is the most powerful weapon which you can use to change the world."" - Nelson Mandela Good luck to all teach… "
"Sep 02, 2020",,14,https://twitter.com/DSSAmsterdam/status/1301090137447829504,"Interesting panel tomorrow 6pm: Responsible & ethical AI goes beyond the scientific effort, it requires society’s engagem… "
"Sep 02, 2020",,2,https://twitter.com/DSSAmsterdam/status/1301030102810144768,"From Austria, France, to Holland and everywhere around! We teamed up with @hva and https://t.co/ApCtrpSCl3 to develop STARTING 1: the first ever European Dual Career Toolkit! https://t.co/d0pUFKGJRN #digitaltransformation #starting11 #athlete #dualcareer #tools #europe #hva #TW1N https://t.co/2SYqrmzVdc "
"Sep 01, 2020",,,https://twitter.com/DSSAmsterdam/status/1300750425357004802,@libramoonangel @AbdoRepublic Bring him back to Amsterdam! :)
"Aug 31, 2020",,12,https://twitter.com/DSSAmsterdam/status/1300441731209605121,Such an important step that @marleenstikker is joining @hva as #Digital #Transformation professor of practice. Looking forward to collaborating and shaping education and society together. Let’s make it more #sustainable and #inclusive! 😍https://t.co/PZuypR5ezp #hva # 
"Aug 30, 2020",,6,https://twitter.com/DSSAmsterdam/status/1300147032586420224,29 September we organize an online meetup with @sogeti about Designing Media for Human Nature. One hour 100% live awesomeness. Speakers: @mennovandoorn and Mari Pinheiro 👉 More info and registration here: https://t.co/6A6xyrgn5D #sogeti #meetup #online #spychit #hva #amsterdam https://t.co/GK4TWmWoEh 
"Aug 25, 2020",,11,https://twitter.com/DSSAmsterdam/status/1298275278242721793,Job alert! 🚨We’re looking for a hands-on digital design intern to help us drive our brand forward! Check out the opening and hopefully see you soon. https://t.co/vUGIgWmyBI #hiring #design #digitaltransformation #digitalsocietyschool #SDGs #hva #amsterdam 
"Aug 19, 2020",,12,https://twitter.com/DSSAmsterdam/status/1295956670640803840,In one month it's time for the @GlobalGoalsJam! Fridat 18 and Saturday 19 September you are welcome to join the Amsterdam Jam. We promise you the online jam is also very meaningful and powerful. It's gonna be meaningful fun! Tickets > https://t.co/F1vjbwYoAd #sdg #globalgoalsjam https://t.co/ngG9sLVSft 
"Aug 17, 2020",,423,https://twitter.com/DSSAmsterdam/status/1295298716430106624,When Doughnut Economics meets Freakonomics... I really enjoyed making this podcast with Stephen J. Dubner - listen out for… 
"Aug 16, 2020",,3,https://twitter.com/DSSAmsterdam/status/1295073602811736065,"Check out this project of @emma_beauxis. A bubble graph for exploring a collection of datasets, and a discussion on visual redundancy for multifunctional visualization. https://t.co/h3aHFrzOTF https://t.co/aKvS2JjOpY "
"Aug 12, 2020",,2,https://twitter.com/DSSAmsterdam/status/1293419951374635010,"How can a DIY (do it yourself) activity kit designed for children with cerebral palsy, created with household objects, develop an intrinsic motivation to follow home-based hand therapy? Check out one of this playful cards our trainees created: https://t.co/xnRFlD2ZQh https://t.co/Vi4snYfddh "
"Aug 09, 2020",,2,https://twitter.com/DSSAmsterdam/status/1292536886645358593,A small exercise! How many emails do you have? A normal email emits almost 4g of CO2e. The emissions for an email with (large) attachments can emit as much as 50g CO2e. How polluting is your mailbox? https://t.co/0xcjUv5DQl #medium @MickJongeling https://t.co/TUnk0zQ8nN 
"Aug 05, 2020",,1,https://twitter.com/DSSAmsterdam/status/1291030158816825347,"@drewfalkman Thank you, Drew! https://t.co/rkrH6TXPHD"
"Aug 05, 2020",,3,https://twitter.com/DSSAmsterdam/status/1291030005036834816,Great design workshop ideas from @DSSAmsterdam : #wfh #workshop #futureofwork #collaboration #strategy #UX #design #desig… 
"Aug 05, 2020",,2,https://twitter.com/DSSAmsterdam/status/1290883241327710213,"""I’ve seen the future, and I’ve left it behind, Black Sabbath (in Supernaut)"" Over the past ten weeks students participated in the course Intervention Design. The results are shared in this article by @theoploeg. https://t.co/MlHUA4JZkk #corona #speculativedesign #medium https://t.co/f78GhkPfN3 "
"Aug 02, 2020",,2,https://twitter.com/DSSAmsterdam/status/1290000173184086016,It is a wonderful thing that thanks to internet we stay in contact with so many people. But is this contact rich enough? Does it substitute the contact we have face-to-face in time and space? https://t.co/RcQ4NjR5e8 https://t.co/owBnUxDfRZ 
"Jul 29, 2020",,11,https://twitter.com/DSSAmsterdam/status/1288346522447421445,18-20 September we are jamming again with our @globalgoalsjam to design #2030now. Want to (virtually) join a local jam or start your own jam? Check out the overview of Upcoming Jams here ➡️ https://t.co/tEkwG1CYDe #globalgoalsjam #undp #sustainabledevelopment #ActNow https://t.co/hpxG3wNI86 
"Jul 21, 2020",,1,https://twitter.com/DSSAmsterdam/status/1285588059640049664,"Join @fabcafe_com for the Save Our Seas Talk Event, where practitioners around the world discuss their challenges upon Sustainable Development Goal #14 Life Below Water. Wed, July 22, 2020 | 11:00 – 14:00 (UTC+02:00). https://t.co/hH08RMIimP #globalgoalsjam #minijam #event #sea "
"Jul 20, 2020",,5,https://twitter.com/DSSAmsterdam/status/1285127094045999104,Follow your dreams. That's what Destiny Ogwuche tries to do: admitted to the trainee programme of the @DSSAmsterdam in Amste…
"Jul 14, 2020",439,24,https://twitter.com/DSSAmsterdam/status/1282979172147757058,"After two years of working on interdiscplinary data-driven projects in healthcare at the @DSSAmsterdam , centering issue… "
"Jul 14, 2020",,6,https://twitter.com/DSSAmsterdam/status/1282979130129219584,"Showing #AI bias to everyone, esp. non-experts, is essential for #Trust & #Transparency. Let's talk about it? 👉Thursday… "
"Jul 09, 2020",,1,https://twitter.com/DSSAmsterdam/status/1281166693285408769,didn't order one (but now you want to)? get all your design methods here: https://t.co/XUw1bLFMa8 ⚒️👩‍🎤 
"Jul 09, 2020",,7,https://twitter.com/DSSAmsterdam/status/1281162621098606592,For all of you that ordered our Design Method Toolkit: keep an eye on your mailbox! 📬 Thank you for staying patient during this COVID-19 period. BONUS: We sent everyone an original Digital Society School goody bag along. Thanks so much! Happy Holidays 😎🤩 https://t.co/hjpVEDQIjC 
"Jun 25, 2020",,1,https://twitter.com/DSSAmsterdam/status/1276156361831780353,@AbdoRepublic https://t.co/WZ0y3OXEVp
"Jun 25, 2020",,6,https://twitter.com/DSSAmsterdam/status/1276051790585364480,What can we learn from counter-surveillance to design better products to protect citizens in smart cities? The Physical… 
"Jun 25, 2020",,9,https://twitter.com/DSSAmsterdam/status/1276051725846183936,"Last month @DSSAmsterdam organised a webinar about #responsibledesign: introductions by @kresin and @demadera, incredible ta… "
"Jun 23, 2020",,5,https://twitter.com/DSSAmsterdam/status/1275459979898650624,Hoe kunnen studenten digitaal actief met de leerstof aan de slag en hoe begeleid jij hen daarin? @charafbatou en @camp_gino vertellen je het in het webinar Didactiek van de @HvA. Kijk 24 juni gratis mee van 12:00 tot 13:00. https://t.co/ib7HAkUk3g #hva #amsterdam #Onderwijs 
"Jun 18, 2020",,1,https://twitter.com/DSSAmsterdam/status/1273566783941808128,"Thank you very much, Mattijs, for working with us on this wonderful project! 👏 https://t.co/wHKvKuOaTN "
"Jun 18, 2020",784,3,https://twitter.com/DSSAmsterdam/status/1273530265948823552,We are live! Want to hear what @demadera says? Join us! https://t.co/o3x0rH9GV9 https://t.co/OVZaOR1pZp 
"Jun 18, 2020",84,3,https://twitter.com/DSSAmsterdam/status/1273516998467686402,Thanks for joining us all yesterday! Today at 10:00 CET we go live with showcase #2. So did you miss it yesterday? The trainees can't wait to show your their projects. Pari is ready! 😍 https://t.co/alXSVFZnT3 #hva #amsterdam #sustainable #prototype #meetup #live #hopin #showcase https://t.co/qs1Eo0EZUU 
"Jun 17, 2020",62,3,https://twitter.com/DSSAmsterdam/status/1273253882425225218,This is fun! 😍You are still welcome to enter the online and digital showcase space. https://t.co/le33cbbOfj https://t.co/5PQ3MEihdj 
"Jun 17, 2020",,1,https://twitter.com/DSSAmsterdam/status/1273237055061913600,In 8 minutes we start our showcase. Host @demadera and our trainees are ready to go live! 📺The doors are still open for you. Sign up here: https://t.co/EcQYrylyEl #hva #event #meetup #amsterdam #Sustainability #sdg #prototypes https://t.co/o50Che7Iwm 
"Jun 17, 2020",1.2M,163,https://twitter.com/DSSAmsterdam/status/1273216639224471554,This unique artwork actually responds to movement https://t.co/lgex1kXYqU 
"Jun 17, 2020",,6,https://twitter.com/DSSAmsterdam/status/1273197998755938309,"we are getting ready for our 2020 edition, online! Want to learn more on how to collaborate and co-create in a digital… "
"Jun 17, 2020",,5,https://twitter.com/DSSAmsterdam/status/1273189367264182272,"Om 12:00 start het webinar Digitale Didactiek bij de @HvA, over het binden van studenten. We hebben er zin in. Kijk gratis mee via deze link. Iedereen is welkom! https://t.co/K1wMQrpKg6 #onderwijs #webinar #didactiek #hbo #leren #inspiratie #covid19 #hogescholen #mbo https://t.co/Sj0aJbW7us "
"Jun 15, 2020",204,6,https://twitter.com/DSSAmsterdam/status/1272469414957527040,Our teams are working on final steps for the #showcase this Wednesday afternoon (https://t.co/EcQYryDa2V) and Thursday morning (https://t.co/alXSVFZnT3). Join us online to discover meaningful projects. We promise you won't be disappointed! 🙌🏼#hva #amsterdam #online #sdg #meetup https://t.co/XxDLhiwOzN 
"Jun 11, 2020",,2,https://twitter.com/DSSAmsterdam/status/1270996754255749122,"What is Digital Transformation Design? Meet talented young professionals, and find out what solutions they came up with. Join us 17 & 18 June in online interactive sessions. https://t.co/2s9c7yqxUg #hva #amsterdam #digitalsociety #prototyping #SDGs #change #DigitalTransformation https://t.co/Ngx4uM8HQq "
"Jun 08, 2020",,2,https://twitter.com/DSSAmsterdam/status/1270079195440459776,"@WerkenbijHvA is looking for a Project manager (0,8 fte) for the Track Educational Technology for Social Change at Digita… "
"May 29, 2020",,2,https://twitter.com/DSSAmsterdam/status/1266240871034286080,Save the date for the Digital Society #Showcase: 17 & 18 June. This year we offer you two moments to join us online. Our Trainees can't wait to show you the results of the meaningful projects they worked on. https://t.co/2s9c7y8WvG #hva #digitalsociety #amsterdam #SDG #digital https://t.co/KWx4KXZwzG 
"May 20, 2020",,2,https://twitter.com/DSSAmsterdam/status/1263132776938852352,"Amazing, Mark! :-) https://t.co/uIEMpq5Y1G "
"May 20, 2020",,5,https://twitter.com/DSSAmsterdam/status/1263125555400126466,Mark your 📆for the next #AITalks on the #GlobalAICommunityChannel! 🗓️Date: 21th of May 2020 ⏲️Time: 7PM (Amsterdam) 🧐Guest… 
"May 20, 2020",,5,https://twitter.com/DSSAmsterdam/status/1263039554711425024,Free up your schedule this afternoon and join our free Responsible Design webinar from 17:00 – 18:30 CEST. https://t.co/w6tAjSpFRC #design #hva #amsterdam #webinar #transformation #inspiration #quote https://t.co/nAoZZ2x8vX https://t.co/8L3Ifd6KnT
