Date,Viewcount,Likes,Comments,Post Link,Description
6/10/2020,0,29,1,https://www.instagram.com/p/CBQVyfClBNA/,Profile picture of digital society school digitalsocietyschool You are invited to join our showcase next week! This time we are more digital than ever. Join us on Wednesday afternoon or on Thursday morning via the interactive platform of Hopin. 
6/9/2020,0,24,0,https://www.instagram.com/p/CBNePNSllml/,"Repost • @be.wasteless🎁Get a chance of winning a reward! 🔹Sometimes when we go shopping we want to take the product out of its wrapping and leave the package there because it is really so useless! Have you ever had the same feeling? 🔺WasteLess invites you to this challenge. Next time you go shopping and face one of those products, take a picture (or selfie if you like) and post it with the hashtag #wasteless_challenge, Your name may be drawn as the winner at the end of June 2020. 🤩 Yes, you may win a prize for this! 🎁🔸More details:1. You can share the picture on a post and / or on the story of your Instagram. If you share it on the story please also mention@be.wastelessso that we don't miss your story 2. If your account is not public, send us your picture in direct message"
6/2/2020,0,18,0,https://www.instagram.com/p/CA7T1x1AY1k/,"Last week we welcomed our new colleague, Jadine. She's our Business Development Manager. Welcome on board! ⛵️""I really like bringing people together. It energizes me to develop people and contact organizations and people for a better world. Prefer doing that in an innovative setting."""
5/28/2020,224,0,7,https://www.instagram.com/p/CAvETTCl4v9/,Wow! Digital Wildlife at@marineterreinamsterdam! 💚 Do you want to try this at home? Just google the animal on a smartphone and click on the 3D animal. 
5/20/2020,0,24,2,https://www.instagram.com/p/CAZ4-TeAya_/,"Oh yes! Today is the big day of our online webinar Responsible Design. 5:00 PM - 6:30 PM CEST. 👉🏻 Sign up via link in bio. The webinar is available world wide for free, the only thing you need is the internet.@olinaterziis ready for it! The opening statements will be done by the dean of the Faculty of Digital Media and Creative Industries, Frank Kresin. Next to Frank Kresin, three other experts will share their perspective on Responsible Design in these times of radical transformation: Theo Ploeg, Olina Terzi and Peter-Paul Verbeek. We will end with a panel discussion with all 4 speakers and the audience, led by Marco Van Hout, creative director of Digital Society School. "
5/18/2020,0,22,0,https://www.instagram.com/p/CAVVlD2suCq/,"Wow! More than 333 people are joining our online webinar already about 'Responsible Design' on May 20th, 5:00 PM - 6:30 PM CEST. Wanna join the group? 👉🏻 Join us by registering via #linkinbio .The opening statements will be done by the dean of the Faculty of Digital Media and Creative Industries, Frank Kresin. Next to Frank Kresin, three other experts will share their perspective on Responsible Design in these times of radical transformation: Theo Ploeg , Olina Terzi and Prof. Dr. Peter-Paul Verbeek. We will end with a panel discussion with all 4 speakers and the audience, led by Marco van Hout, creative director of Digital Society School. ⠀⠀"
5/12/2020,0,38,0,https://www.instagram.com/p/CAFo5eYlPX8/,"On May 20th, 17:00 - 18:30 CEST we are inviting you to join our online webinar on 'Responsible Design' with Theo Ploeg: neo-accelerationist, design + media sociologist.Next to Theo Ploeg, two other experts will share their perspective on Responsible Design in these times of radical transformation: Prof. Verbeek and@olinaterzi. The opening statements will be done by the dean of the Faculty of Digital Media and Creative Industries,@fjkresin. We will end with a panel discussion with all 4 speakers and the audience, led by@houtmarco, creative director of Digital Society School. "
5/6/2020,0,26,0,https://www.instagram.com/p/B_2gl0rlnT7/,"In these times when the global creative community is being asked by the United Nations to take responsibility and 'design our way out of the Corona crisis', it is especially important to have a very clear understanding of what that means. On May 20th, 17:00 - 18:30 CEST we are inviting you to join our online webinar on 'Responsible Design' with keynote speaker and well-known expert in #ethics and #philosophy of #technology , Prof. Dr.@ppverbeek.Next to Prof. Verbeek, two other experts will share their perspective on Responsible Design in these times of radical transformation: Theo Ploeg and@olinaterzi. The opening statements will be done by the dean of the Faculty of Digital Media and Creative Industries,@fjkresin. We will end with a panel discussion with all 4 speakers and the audience, led by@houtmarco, creative director of Digital Society School. "
4/24/2020,161,0,2,https://www.instagram.com/p/B_XVAJQAoxS/,"Before you start your weekend, check out this vacancy please. We can't make the digital transformation of society without you! As a Software Developer (0.6 fte) you are part of the instruments team of the Digital Society School. Your role is to develop, implement and maintain tools and instruments, to work on projects with our partners and to improve the way we work, play and learn together. "
4/3/2020,0,20,1,https://www.instagram.com/p/B-g71XmA2im/,"We are so proud of all people switching their daily work from the office to online remote working! We are grateful to inspire already 150 teachers with our Online Education Training. Because of the success, we opened an extra cohort starting April 13. Would you like to enhance your teaching practice online? Find the link in our bio"
4/1/2020,0,29,0,https://www.instagram.com/p/B-b6addoQNg/,When we were still able to go outside ... • repost from @be.wastelessGroup dinner for finishing our sprint 1 successfully
3/27/2020,187,0,4,https://www.instagram.com/p/B-OxizFlxCh/,This morning we go live with the online Tony's Talk!😍@ynzovanzantenshares with us his view on why the world needs unusual chocolate in unusual times 🍫The livestream starts today at 11:30 AM CET. Link in bio.
3/24/2020,264,0,0,https://www.instagram.com/p/B-H1ZZgF5fy/,Suddenly we were all supposed to work from home. Of course for an organization called The Digital Society School that shouldn't be a big problem. 😂 Are you curious how our home offices look like? Count the cats!
3/23/2020,0,58,2,https://www.instagram.com/p/B-Eo7qtlx3O/,Dear followers. How are you doing? Stay strong in this difficult times! Thanks to@patricia.woudafor this wonderful piece of art
3/10/2020,142,0,1,https://www.instagram.com/p/B9jrgvXF7q5/,[Aftermovie] Critical Data Camp - Growing disruptive bots Together with Imagination of Things we organized the workshop Growing disruptive bots. It was a big success! Curious about what bots we worked on? It's all in the video :-)
3/10/2020,0,16,1,https://www.instagram.com/p/B9jeQTWlRSX/,"It's the National Meat-free Week in Holland. Per person we save 130 liters of water, 770 grams of meat, and the CO2 emissions of 76 kilometers of car driving. 💚 Join us, for a better world!"
3/6/2020,208,0,1,https://www.instagram.com/p/B9ZNK8lFDn4/,The Hogeschool van Amsterdam (HvA) is looking for a Business Developer / Sales Manager Digital Society School (0.8 FTE) for the Digital Society School of the Faculty of Digital Media and Creative Industry .
2/21/2020,99,0,0,https://www.instagram.com/p/B81H8rtIlmS/,"Join our workshop on from the 28th of february to the 1st of march on creating disruptive bots for your cause, product or research. A wildlife workshop. Discount codes available on request. https://buff.ly/352uUO8 🤖@imaginationOfthings"
2/20/2020,0,21,0,https://www.instagram.com/p/B8wp6MalURX/,
2/19/2020,120,0,0,https://www.instagram.com/p/B8v-WgGgkDs/,"Join our workshop on from the 28th of february to the 1st of march on creating disruptive bots for your cause, product or research. A wildlife workshop. Discount codes available on request. https://buff.ly/352uUO8 🤖@imaginationOfthings"
2/19/2020,134,0,1,https://www.instagram.com/p/B8vnbhOFiSJ/,Digital Society Showcase early 2020 - Extended version Hooray! The extended movie of our recent showcase is here. Don't forget to check the bloopers in the end ;-). Where changes takes ... 
2/17/2020,145,0,0,https://www.instagram.com/p/B8q0w5ij5xt/,"Join our workshop on from the 28th of february to the 1st of march on creating disruptive bots for your cause, product or research. A wild workshop. Discount codes available on request. https://buff.ly/352uUO8 🤖 @imaginationOfthings"
2/13/2020,109,0,0,https://www.instagram.com/p/B8ghlYFg_He/,"Join our workshop on from the 28th of february to the 1st of march on creating disruptive bots for your cause, product or research. A wild workshop. Discount codes available on request. https://buff.ly/352uUO8 🤖"
2/10/2020,128,0,0,https://www.instagram.com/p/B8Y-DIfBPvh/,"Join our workshop on from the 28th of february to the 1st of march on creating disruptive bots for your cause, product or research. A wildlife workshop."
2/6/2020,0,44,0,https://www.instagram.com/p/B8OmmE6lxm8/,On this beautiful day we sit together with our wonderful team to sharpen our mission and vision and define the goals for this year 💥
2/3/2020,0,39,0,https://www.instagram.com/p/B8GUo0hlnBo/,Ready for a new semester? We are! 🎉 Today is the kickoff of our 20 week Traineeship. We welcome all the trainees in the@mirrorcentrethis week.
1/31/2020,198,0,0,https://www.instagram.com/p/B7-wK2DFaE3/,"Wow! Did you also like to showcase so much? Here's the first aftermovie. So proud of the results and happy with the good vibes. We don't talk about transformation, but show you what it is! "
1/31/2020,0,18,1,https://www.instagram.com/p/B7-oDIOFEQQ/,Coffee to go with our own glasses
1/30/2020,0,31,0,https://www.instagram.com/p/B78IIzCAar9/,"By 2050, the global population is expected to grow to nearly 10 billion. Two-thirds of them are going to be living in cities. Today, about 54% of the world population lives in cities, and about 66% are expected in 2050.This creates a significant challenge in providing global urban populations with sufficient food in a sustainable way. The current agricultural system is not able to meet such a big incremented in food request. "
1/29/2020,0,35,0,https://www.instagram.com/p/B75jV2igS3X/,Did you know you eat roughly a credit card's worth of microplastic every week ?! The issue of microplastic is now a global epidemic. What if the only way to manage this problem was to eat all this plastic ourselves? Check out this awesome prototype of@waste.2.worth! :)
1/28/2020,0,33,0,https://www.instagram.com/p/B73S1GYFKZc/,The laptop of our colleague Anneke is well received! 😁 Thanks for the nice
1/23/2020,0,70,0,https://www.instagram.com/p/B7qe4DPlXdi/,"Oh what a night! 😍 Looking back on a great Showcase, with amazing visitors, partners, projects and trainees. It was so hard to make a small selection of all the amazing pictures (thanks@bveth). More pictures and the aftermovie are expected next week"
1/22/2020,0,47,0,https://www.instagram.com/p/B7oMoqVlnpv/,Full house! Let's start the showcase and have fun
1/22/2020,0,28,2,https://www.instagram.com/p/B7nVFziltn4/,Today is the big day. Showcase time! We can't wait to see you this afternoon at Studio HvA!
1/21/2020,145,0,2,https://www.instagram.com/p/B7k9Ac2BOEp/,How can we provide safer abuse-free cyberspaces for journalists with the help of conversational agents?Tomorrow is our showcase and we can't wait to show you the results! Register via link in bio.
1/20/2020,120,0,1,https://www.instagram.com/p/B7iYNvLBtyS/,"How can we design solutions for the urban environment that activate citizens to help create green urban spaces where pollinators can thrive?With the rise of the population expected to be living in cities in 2030, the urban environment needs to be designed to be sustainable and livable for all the cohabiting organisms.Discover the outcomes of this project at our Showcase. January 22, Studio HvA. Link in bio."
1/17/2020,137,0,1,https://www.instagram.com/p/B7bg2Y5FZzd/,"How can we create open and accessible datasets that tells the story of the young climate movements, and at the same time function as an interface in support of climate action?How can we work towards a protest-lab where people can join the climate movement, by creating their own data-driven and street-ready dreams of better futures?Join our Digital Society Showcase to interact with our prototypes. 22 January, Studio HvA. Check the link in our bio."
1/15/2020,137,0,1,https://www.instagram.com/p/B7VgPj4IS9Z/,"How can modern technology democratize knowledge and transform museum education? In the era of a digital age, time and information became two of the most valuable capitals. At a time when people can flick a keyboard or swipe a touchscreen to connect with products, people, and information from anywhere in the world, the creation of an inclusive online community for educational purposes becomes a necessity.Find out about the project on our Digital Society Showcase! 22 January, Studio HvA. Register via link in bio."
1/15/2020,139,0,1,https://www.instagram.com/p/B7UGuONAPGN/,"How can we design transparent and personalized governmental services for a digital age? In the last decade an unprecedented digital transformation is taking place in the field of government technology (GovTech), leading not only to the digitation of traditionally offline services, but also to heated debates around privacy and access to data. How can citizens benefit from personalized services free of bureaucratic impediments, while engaging with digital processes they can trust?Visit our Digital Society Showcase, 22 January, Studio HvA. Register via link in bio."
1/13/2020,193,0,1,https://www.instagram.com/p/B7QWo0OHeiI/,"With the addition of digital technology, printed media can offer new experiences and fully adjust to the reader. How can we enhance physical printing with sustainable technology?Feel welcome at our showcase, 22 January, Studio HvA. Link in bio."
1/10/2020,136,0,1,https://www.instagram.com/p/B7IoP03Fdco/,"How might we learn about our potential audiences by using 'social listening' in order to be more inclusive of a younger generation who are not already at the ArenA, and create an adaptive and future-proof venue? Find it out on our showcase ! :) You are invited to join us on January 22. Link in bio."
1/9/2020,168,0,1,https://www.instagram.com/p/B7Ep9zFp8u4/,How can we change the behavior in waste management at the Universities of Amsterdam The University of Amsterdam (UvA) & Hogeschool van Amsterdam (HvA) have the ambition to become the most sustainable universities in terms of resource management and want to adhere to the Amsterdam goal of becoming the frontrunner in the circular economy by 2024.Discover the outcomes of our project at our showcase on January 22. Link in bio!
1/7/2020,6,0,1,https://www.instagram.com/p/B7BNWE0DLTy/,JUSTICE IN THE DIGITAL SOCIETY What are digital transformation opportunities in forensic mental health care practice? Discover it at our showcase on January 22! Link in bio.
1/6/2020,0,29,1,https://www.instagram.com/p/B6_MHFUlLzK/,Start the countdown! Only 2.5 more weeks till the Digital Society Showcase. Are you in to check out the amazing prototypes of this semester? Register via the link in bio.
1/1/2020,0,19,1,https://www.instagram.com/p/B6yUIRdFcl4/,Happy New Year! What is your goal for 2020? Do we see you in one of our courses this year? 
12/25/2019,102,0,1,https://www.instagram.com/p/B6fbhQJgJRf/,"It's beginning to look a lot like Christmas! 🎄 We wish you happy holidays. Thank you for following us. See you next year? On to a sustainable, inclusive and happy digital future! 🥂"
12/23/2019,229,0,2,https://www.instagram.com/p/B6aR8fyHqn9/,"""I really like the environment of working with people from all over the world"" - Jake, former coding Trainee at Digital Society School. And we are happy that Jake is still with us as a colleague "
12/17/2019,9,0,1,https://www.instagram.com/p/B6K_7YVF8Ov/,Printing prototypes! 
12/16/2019,0,33,0,https://www.instagram.com/p/B6IDW_WFSpX/,・ ・ ・ Defining the impact of innovative solutions through systemic design 
12/13/2019,0,9,1,https://www.instagram.com/p/B6BZBsGFNB3/,Do you dare to sign up on Fakebook? Data is the new oil! Our students created a little reality check for you. Check it all out on the Updates page on our website. Link in bio.
12/12/2019,8,0,2,https://www.instagram.com/p/B599MuyJYHD/,"As humans we all live in different bubbles, defined by your interests, family, work, etc. In what bubble do you live? ;-)"
12/11/2019,224,0,1,https://www.instagram.com/p/B57YZSYD0UX/,What the * beep *! do you do guys? ;-) Take a look in our studio and check it out. And a flashback to the warm summer days! 🔥
12/10/2019,0,22,1,https://www.instagram.com/p/B55qpc-lrNv/," Can you imagine a world without birds, insects and bees? 70% of crops used directly for human consumption are dependent on these pollinators. The Urban Ecosystems team (Digital to Physical Track) has been investigating new ways to increase public awareness about the significance of pollinators and biodiversity in Amsterdam. Read about it on our website! Link in bio."
12/9/2019,0,25,1,https://www.instagram.com/p/B52OzkTgh2J/,Hey you! How's your mindset? 🧠 We live in a fast changing world. How to keep up with everything? Developing your own (adaptable) mindset will allow you to embrace and deal with change much more effectively in both your personal and professional life. ⛵️Enroll for free in our online course. See link in bio. 🔗
12/6/2019,2,0,1,https://www.instagram.com/p/B5u2vKlp16P/,"Technology is impacting our world. But does it contribute to a sustainable, responsible and inclusive society? At Digital Society School we believe we need a variety of people from different backgrounds and disciplines that understand the risks and possibilities of digital transformation to lead the transformation of society, to a sustainable future. Only together, we can do this! "
12/5/2019,5,0,1,https://www.instagram.com/p/B5sogyQlr1g/,"What is Speculative Design about ??? 🤔 It's about not focusing on problems in the present, but imagine how developments change over time and could affect the future! ✨ Learn critical thinking and create an adaptable mindset in our Speculative Design Course. Link in bio"
12/4/2019,0,37,1,https://www.instagram.com/p/B5pW082DjTb/,"While waiting on the printed version to be back, did you know you can find all cards of the Design Method Toolkit online? Check the link in our bio! "
12/3/2019,0,21,3,https://www.instagram.com/p/B5nIWMPDGeZ/,"If you could print everything you like, what would roll out of your printer?"
12/2/2019,0,25,1,https://www.instagram.com/p/B5kfoRDDiAn/,Today the Studio is stacked with tools and materials. Our trainees get a nifty prototyping workshop. Make us proud! 
12/2/2019,0,30,1,https://www.instagram.com/p/B5j4ox0A9F5/,Happy new week! What is your plan today?
12/2/2019,9,0,2,https://www.instagram.com/p/B5izvw9gUuC/,"Meet Barbara! ""Working with people from different cultures really learned that you learn the most from each other."""
11/29/2019,6,0,1,https://www.instagram.com/p/B5ckJzBDELw/,"Excited to announce that Design Across Cultures will start as a track in 2020! 👀We activate, empower and support organization around the world to work together across contexts, cultures and nations."
11/19/2019,223,0,1,https://www.instagram.com/p/B5CxTjrFqrk/,"Good luck to our colleague Dan Xu, who is presenting her poster today at # HTTP2019 ! "
11/15/2019,0,19,0,https://www.instagram.com/p/B45FePeF9Jl/,"At the Digital Society School, team Botanik is researching the efficacy of an automated conversational agent (or chatbot) to interact with perpetrators of online abuse and harassment.Their first experiment begins next week, and they'd like to have your feedback! Follow this link to find the chatbot, which will walk you through the feedback process step by step:botanik.dss.cloud Follow the project's twitter account:bot_botanik"
11/7/2019,0,27,0,https://www.instagram.com/p/B4kT5cLFnEj/,"Why meet inside, if you can also meet outside? With warm coats, we must admit!"
11/7/2019,0,31,2,https://www.instagram.com/p/B4j9xpvFDdi/,Question of the day! What does it mean to be fulfilled in a fast changing world? 
11/5/2019,0,29,0,https://www.instagram.com/p/B4ehDbOFd9F/,"The robots are here! 🤖You can visit the ""Deep Meaning (Critters)"" expo till November 10"
11/4/2019,0,16,1,https://www.instagram.com/p/B4cjzTBlo8e/,On saturday a group of@digitalsocietyschool trainees visited the @impaktfestival. We talked about the goals and the background of the Futurotheque.com project and I got some valuable questions and feedback on how to proceed with my speculative app store in the future. What else to expect from participants in the Digital to Physical track!
11/1/2019,0,41,0,https://www.instagram.com/p/B4UpiNjl-fz/,Summer is over. Luckily we have this amazing view when looking out of the window!
10/18/2019,0,28,1,https://www.instagram.com/p/B3wobm8lnsF/,Whatever you do
10/15/2019,157,0,1,https://www.instagram.com/p/B3pHlgAlMkz/,"Life is full of learning moments! 🤗 What is the next thing you would like to learn?Consider taking a look to our courses page. New courses will pop up the coming weeks. 🌱 Some courses you can follow online: wherever you are, whenever you want. 🏖 Only an internet connection is required"
10/11/2019,0,44,2,https://www.instagram.com/p/B3eRL__F7Mg/,Happy new brochure! 😁 Want to know what's inside? 
10/1/2019,0,42,3,https://www.instagram.com/p/B3Eay2SIeJF/,What do you like the most about our Digital Society? Let us know 
9/20/2019,0,65,2,https://www.instagram.com/p/B2obpMZFG0x/,
9/20/2019,0,39,0,https://www.instagram.com/p/B2oHuQrlEvV/,Yes! So happy to see you all jamming around the world. Thanks so much for sharing all your great footage. Today is also the start of the #globalgoalsjam Amsterdam.
9/11/2019,0,57,2,https://www.instagram.com/p/B2Q31wJIpv6/,"Look at this beautiful story of @lauraturqueto• We are the result of our choices and I decided to:1. be conscious about my impacts and take actions;2. invest my time and energy not in what it is, but what it can be;3. inspire people's behavior change towards a more responsible future;4. empower businesses to develop products, services or experiences which help society to live a more fulfilling and complete life;Live no one behind.I decided to be the change, embracing the Sustainable Development Goals -United Nation."
9/3/2019,0,69,0,https://www.instagram.com/p/B18f3yjI2Hd/,Our new wall reminds us of the goals it's all about: the Sustainable Development Goals!
9/2/2019,0,45,1,https://www.instagram.com/p/B16XNrFIKgH/,"Our new space @marineterrein_amsterdam is introduced by Wai and @gijsgootjesto our partners before the official opening party. Super happy to welcome our partners, new learners and friends today!"
8/28/2019,0,25,2,https://www.instagram.com/p/B1tAqMMoczi/,"Migration is one of the Global Goals Jam topics of this year.With the arrival of newcomers in a new country, challenges can arise. How do we make sure migration and mobility is done safe and responsibly, and procedures are fair and transparent? And how do we make sure that in the country of arrival everyone is included on a social, economic and political level, irrespective of age, sex, disability, race, ethnicity, origin, religion or economic or other status?"
8/26/2019,0,19,0,https://www.instagram.com/p/B1n8sj9o_1o/,"Water and Climate Change is one of the goals we will be working on during the #globalgoalsjam . 🐢🐠💦 How do we improve water quality and reduce pollution, increase water recycling and water reuse? How might we involve the local communities in improving water and sanitation management? How do we make sure there is (and will be) enough fresh water for everyone? And how do we prepare our cities and living environments for the results of climate change and water flooding on the one, or water scarcity on the other hand?"
8/23/2019,129,0,1,https://www.instagram.com/p/B1gG9cVouHc/,Are you ready for the #globalgoalsjam ? We are so happy and thankful with all participating cities and people! 👏🏼Bring it on! September 20-22
8/1/2019,0,51,0,https://www.instagram.com/p/B0nxo-6IfZM/,Sneak Peek 👀 Work in progress! 🔨 We can't wait to see our new office after summer 
7/23/2019,0,26,0,https://www.instagram.com/p/B0Qn3vDINML/,No better way to create new projects! 
7/16/2019,0,29,0,https://www.instagram.com/p/Bz-FmqgoVWV/,"During our #designacrosscultures summer school in collaboration with@makersunite.eu, 5 teams in the cities of Amsterdam 🇳🇱, Austin 🇺🇸, Milan 🇮🇹, Montevideo 🇺🇾 and Kyoto 🇯🇵 work on the challenges of migration. The teams will have their final presentations this friday at 15:00 at our studio in Amsterdam! If you are curious what has been created throughout the world, please come say hello 👋"
7/11/2019,257,0,1,https://www.instagram.com/p/BzxQVgrIJhT/,"Looking back at a semester at our school. Thank you Spring2019 semester!
"
6/27/2019,2,0,0,https://www.instagram.com/p/BzNwqrDoBf7/,"Are you ready for #outburst ? We will celebrate the most outstanding work in ICT, fashion, digital interactive design, media & communication. You are very welcome to join the activities. Check Outburst.Amsterdam for the full program."
6/26/2019,0,45,4,https://www.instagram.com/p/BzLQPstohoN/,Goodbye party for the learners of this semester. Almost ready to depart and make a nice boat trip through the canals of
6/20/2019,0,66,0,https://www.instagram.com/p/By7USoSoFKT/,Oh what a night! We really enjoyed the showcase.
6/20/2019,0,53,1,https://www.instagram.com/p/By53UNEI1yM/,"That's it! Thank you all for coming over to our showcase. We're proud of our learners, partners, ambassadors and friends! "
6/19/2019,0,37,5,https://www.instagram.com/p/By5Da-FoTqE/,Preparing for the showcase!
6/18/2019,0,38,0,https://www.instagram.com/p/By17UPpoQJ_/,Tomorrow is our #showcase and we can't wait! Today we will start rehearsing. Do we see you tomorrow?
6/17/2019,0,15,0,https://www.instagram.com/p/By0HyaUIRbm/,"CREATIVE CODERS NEEDED We are looking for talented * Data Scientists *, * Web Developers *, * Game Designers *, and * Hackers * to work on creative projects for the Digital Society School. The 20-week program is a chance to work with top companies and partners such a * Vodafone *, * ING *, * GGD * and * Police *. You will be presented with a unique opportunity to work with a creative team of designers, researchers and other senior creators. You will be trained on exciting new technologies such as blockchain, IoT, Machine Learning and AR / VR.YOU:- Are passionate about trying out new technology ✨ - Have an open mindset🤯- Wish to develop digital solutions to solve social issues 🔰- Are proficient in Web development frameworks (Angular, React, Express, Laravel, etc) and / or Machine Learning (R, Python, WEKA, etc), game development (Unity, UnReal Engine) 🛠- Are creative and fun-loving 👻WE OFFER:- A monthly stipend of 400 Euros 💸- An international, multicultural atmosphere🌍- A 20-week creative Bootcamp ✊🏽- Space dedicated at personal development - Daily Energizers, weekly snacks, and biweekly massage. 🤺- A chance to organize your own workshop 💡- Networking opportunities with the DSS community 🤝If that's you, we'd love to have you on board. The program starts in September 2019. Apply now: digitalsocietyschool.org/20-weeks-programme/"
6/14/2019,195,0,0,https://www.instagram.com/p/ByrjGPToSm9/,"Only 5 days till our showcase! 🥳 Interact with the talented learners, play with our digital installations, network with our partners and start conversations about how we can contribute to a positive transformation of society."
6/13/2019,0,31,1,https://www.instagram.com/p/BypFyPgovBH/,Posted @withrepost • @m4ri.creationsWireframes for a future plant app - the app connects to a sensor stick that measures what your plant needs and guides you in taking care of your favorite plant.
6/11/2019,0,44,0,https://www.instagram.com/p/Byk5YQmIbm9/,Shooting a new video today. We will show the results on the showcase on the 19th of June. Had lots of fun! How was your day?
6/3/2019,0,32,0,https://www.instagram.com/p/ByQLDjFI3V8/,We had a full house this weekend hosting the @uxcampamsterdam. Thanks all for joining us! 
5/29/2019,0,27,0,https://www.instagram.com/p/ByDdcxHIFxE/,Opening of
5/29/2019,0,19,2,https://www.instagram.com/p/ByDKA9_ogAr/,"What are you doing this summer? Join our fun, impactful and insightful “Migration Challenge” Summer School. Only 5 spots left! 👨🏼‍🎓👩🏽‍🎓 Check out our website in the bio for more information"
5/16/2019,0,27,0,https://www.instagram.com/p/BxhMGMGID1V/,"How can we use images in our research in a more meaningful way? You are welcome to join our next Mic Drop on June 12. Free entrance, drinks included. "
5/13/2019,167,0,0,https://www.instagram.com/p/BxZZpBhIp9W/,Let's start the week with printing stuff!
5/8/2019,0,53,4,https://www.instagram.com/p/BxMxzvXFphZ/,Say hello to Dan and Gijs! They're@acm_chiin Glasgow to present their posters
5/2/2019,0,23,0,https://www.instagram.com/p/Bw9Kzd2FnOG/,"""Everybody is saying: Robots are taking away my job. But if we design well, this will not happen. But, clearly we are getting scared."" - Cristina Zaga ⁣⠀"
4/30/2019,0,30,0,https://www.instagram.com/p/Bw1uDITFSIo/,No better start of the week than tweaking one of our
4/25/2019,0,39,0,https://www.instagram.com/p/BwrEqzOl1wJ/,"Recruiting for the new semester of our Digital Transformation intensive program has started! Are you interested in working on topics like climate change, health and well-being, inclusion or responsible consumption and production? Then join 🙏⁣⠀"
4/24/2019,0,34,1,https://www.instagram.com/p/BwoaV4nldD2/,Do you already know about our Digital Camps (workshops) on request? This one was about Teamwork Across Cultures for #Canon #Japan . Was fun with Zlatina and Evelien as teachers
4/23/2019,0,37,0,https://www.instagram.com/p/BwmXM0tFJJz/,"Beautiful day for an #energizer , isn't it? "
4/10/2019,7,0,1,https://www.instagram.com/p/BwFCBbgIp7s/,Getting ready for the Mic Drop by Cristina Zaga! 🙌🏼 You are still welcome to join ➡️ http://meetup.com/micdrops
4/8/2019,0,27,0,https://www.instagram.com/p/Bv_g0hsFW-U/,Only two more days till MIC DROP # 11 : Robothings for social good. Join us this Wednesday. Register via bit.ly/micdrop11
4/8/2019,0,35,1,https://www.instagram.com/p/Bv_fWKIlAhB/,What is happening here? We were exploring the future of identity and representation and how we can build better internet (s) for generations to come! 
4/2/2019,0,24,0,https://www.instagram.com/p/BvwZhPOl8ge/,What's going on today? 
4/1/2019,0,32,0,https://www.instagram.com/p/BvtBaMGlw1h/,Photo shoot time. Shine bright like a diamond! 💎 To be continued ... 
3/26/2019,0,27,2,https://www.instagram.com/p/Bveh6A8ILpr/,And another #workshop down! We got our hands dirty with LIFULL. 1 Ps team (1% of work and 1% of profit for #peace ) connecting 
3/25/2019,0,50,0,https://www.instagram.com/p/BvbrvBOlg15/, Thank you all for coming to the book launch of our first publication: 'in search of future - proof corporations' 📸Boudine Molenkamp
3/19/2019,0,46,0,https://www.instagram.com/p/BvMd72HlnDd/,Recorded a great #podcast today! Putting the power of our difference to work. 🙌🏼 To be published at MOOC. Stay tuned!
3/18/2019,0,40,2,https://www.instagram.com/p/BvJ4LSnlsac/,Today is the start of the Design Across Cultures meetup. 12 international experts from our Digital Society School network are in Amsterdam to jointly shape the future of our Design Across Cultures program and mission. 
3/12/2019,0,43,0,https://www.instagram.com/p/Bu6LN3wFdLO/,Which Public Values ​​can we serve when sharing data in future cities? 
3/6/2019,0,20,0,https://www.instagram.com/p/Buq2i7nFjaw/,"Can games be used as tools to help us tackle wicked problems ?! Join us on March 21st and 22nd for a special Digital Camp, organized together with Fields of View where we will focus on the topic of immigration and designing tools for multi-cultural spaces. Link in bio."
3/1/2019,0,35,1,https://www.instagram.com/p/BudixG5ltqI/,"How to research. Friday workshop at DSS
"
1/29/2019,0,30,0,https://www.instagram.com/p/BtOpK8DBTCI/,
1/29/2019,0,20,0,https://www.instagram.com/p/BtOlJ3ehv29/,Big brother is judging you. Tonight at De Balie 
1/8/2019,186,0,1,https://www.instagram.com/p/BsYa8pNoyOu/,This is Pierre. He dropped the mic and some serious knowledge about different technologies from space at Mic Drop # 7 ! Tomorrow we welcome Bas van de Poel; “What happens when almost everyone and everything on the planet is digitally connected?”. Dont miss this one 🚀PS: at 17.00h we cheer on the New Year! See you tomorrow at Studio HvA? .
1/7/2019,0,36,1,https://www.instagram.com/p/BsVF7EXBNnR/,"Co-create the future of living! Together with housing corporation De Key we invite you to join in our Digital camp to co-create the future of living! We will explore what it means to live and work in the Amsterdam area of ​​the Knowledge Mile, now and in the future. The end result will be presented to housing corporation De Key, who will integrate it into their vision for the area. DETAILS The Digital Camp consists of 4 important days, where you will talk to experts, design and prototype a vision for the area and transfer all gained insights to the partner.* 10 January 1-5pm: Expert Session with key speakers from the area of ​​living and working: Zef Hemel / professor Urban Planning Jacintha Scheerder / futurologist Hans Meyer / founder Zoku * 25-26 January 9.30-5pm: Developing and designing a vision for the area of ​​the Knowledge Mile (with possible stay over in one of its hotels!)* 7 February 2-5pm: Translate session and handover to De Key LOCATION (DAY AND NIGHT!) The camp will take place at the Student Hotel Amsterdam City, Wibautstraat 129. To dive into the context you are designing for, it is even possible to stay over on the night of the 25th!"
